title,type,genres,year,Genres1,Genres2,Genres3
Fist of Legend,movie,"[""Action"",""Drama""]",1994,Action,Drama,
Kaspar Hauser,movie,"[""Drama"",""History"",""Mystery""]",1993,Drama,History,Mystery
Ladybird Ladybird,movie,"[""Drama""]",1994,Drama,,
The Last Seduction,movie,"[""Crime"",""Drama"",""Thriller""]",1994,Crime,Drama,Thriller
The Jungle Book,movie,"[""Adventure"",""Family"",""Romance""]",1994,Adventure,Family,Romance
Killing Zoe,movie,"[""Crime"",""Drama"",""Thriller""]",1993,Crime,Drama,Thriller
Lakota Woman: Siege at Wounded Knee,movie,"[""Drama""]",1994,Drama,,
Bloody Weekend,movie,"[""Drama"",""Thriller"",""Mystery""]",1994,Drama,Thriller,Mystery
The Low Life,movie,"[""Drama""]",1995,Drama,,
Love and a .45,movie,"[""Crime"",""Thriller""]",1994,Crime,Thriller,
The Madness of King George,movie,"[""Biography"",""Comedy"",""Drama""]",1994,Biography,Comedy,Drama
Window to Paris,movie,"[""Comedy"",""Drama"",""Fantasy""]",1993,Comedy,Drama,Fantasy
La pasièn turca,movie,"[""Drama""]",1994,Drama,,
Plughead Rewired: Circuitry Man II,movie,"[""Sci-Fi""]",1994,Sci-Fi,,
Reality Bites,movie,"[""Comedy"",""Drama"",""Romance""]",1994,Comedy,Drama,Romance
S.F.W.,movie,"[""Comedy"",""Drama""]",1994,Comedy,Drama,
The Shadow,movie,"[""Action"",""Adventure"",""Crime""]",1994,Action,Adventure,Crime
Sister My Sister,movie,"[""Drama"",""Thriller""]",1994,Drama,Thriller,
Sleep with Me,movie,"[""Comedy"",""Drama""]",1994,Comedy,Drama,
An Unforgettable Summer,movie,"[""Drama"",""Romance"",""War""]",1994,Drama,Romance,War
War of the Buttons,movie,"[""Adventure"",""Drama"",""Family""]",1994,Adventure,Drama,Family
The Defender,movie,"[""Action""]",1994,Action,,
Pride and Prejudice,series,"[""Drama"",""Romance""]",1995,Drama,Romance,
Angela,movie,"[""Drama""]",1995,Drama,,
Blue in the Face,movie,"[""Comedy""]",1995,Comedy,,
Cold Comfort Farm,movie,"[""Comedy"",""Romance""]",1995,Comedy,Romance,
Devil in a Blue Dress,movie,"[""Crime"",""Drama"",""Mystery""]",1995,Crime,Drama,Mystery
Die Hard: With a Vengeance,movie,"[""Action"",""Adventure"",""Thriller""]",1995,Action,Adventure,Thriller
Dos crèmenes,movie,"[""Comedy"",""Crime"",""Drama""]",1995,Comedy,Crime,Drama
Empire Records,movie,"[""Comedy"",""Drama"",""Music""]",1995,Comedy,Drama,Music
En avoir (ou pas),movie,"[""Drama"",""Romance""]",1995,Drama,Romance,
French Kiss,movie,"[""Comedy"",""Drama"",""Romance""]",1995,Comedy,Drama,Romance
French Twist,movie,"[""Comedy""]",1995,Comedy,,
Heidi Fleiss: Hollywood Madam,movie,"[""Documentary"",""Biography""]",1995,Documentary,Biography,
Hollow Reed,movie,"[""Drama""]",1996,Drama,,
The Indian in the Cupboard,movie,"[""Family"",""Adventure"",""Fantasy""]",1995,Family,Adventure,Fantasy
Indictment: The McMartin Trial,movie,"[""Drama"",""Thriller""]",1995,Drama,Thriller,
Jade,movie,"[""Crime"",""Drama"",""Thriller""]",1995,Crime,Drama,Thriller
Jènssonligans stèrsta kupp,movie,"[""Comedy"",""Crime""]",1995,Comedy,Crime,
A Kid in King Arthur's Court,movie,"[""Adventure"",""Comedy"",""Family""]",1995,Adventure,Comedy,Family
Lord of Illusions,movie,"[""Horror"",""Mystery"",""Thriller""]",1995,Horror,Mystery,Thriller
Libertarias,movie,"[""Drama"",""History"",""War""]",1996,Drama,History,War
Les Misèrables,movie,"[""Drama"",""History""]",1995,Drama,History,
Mighty Morphin Power Rangers: The Movie,movie,"[""Action"",""Adventure"",""Family""]",1995,Action,Adventure,Family
Rangeela,movie,"[""Comedy"",""Drama"",""Musical""]",1995,Comedy,Drama,Musical
Sabrina,movie,"[""Comedy"",""Drama""]",1995,Comedy,Drama,
Stuart Saves His Family,movie,"[""Comedy"",""Drama""]",1995,Comedy,Drama,
Three Wishes,movie,"[""Drama"",""Fantasy""]",1995,Drama,Fantasy,
Things to Do in Denver When You're Dead,movie,"[""Crime"",""Drama""]",1995,Crime,Drama,
Foreign Land,movie,"[""Action"",""Romance"",""Drama""]",1996,Action,Romance,Drama
"To Wong Foo Thanks for Everything, Julie Newmar",movie,"[""Comedy"",""Drama""]",1995,Comedy,Drama,
Lassie,movie,"[""Family"",""Adventure""]",1994,Family,Adventure,
Lisbon Story,movie,"[""Drama"",""Music""]",1994,Drama,Music,
Lèon: The Professional,movie,"[""Crime"",""Drama"",""Thriller""]",1994,Crime,Drama,Thriller
Le moine et le poisson,movie,"[""Animation"",""Musical"",""Short""]",1994,Animation,Musical,Short
Moving the Mountain,movie,"[""Documentary"",""History""]",1994,Documentary,History,
Nightwatch,movie,"[""Thriller""]",1994,Thriller,,
The New Age,movie,"[""Comedy"",""Drama""]",1994,Comedy,Drama,
Nina Takes a Lover,movie,"[""Comedy"",""Romance""]",1994,Comedy,Romance,
Oblivion,movie,"[""Adventure"",""Comedy"",""Sci-Fi""]",1994,Adventure,Comedy,Sci-Fi
Love on Delivery,movie,"[""Action"",""Comedy""]",1994,Action,Comedy,
A Pure Formality,movie,"[""Crime"",""Thriller""]",1994,Crime,Thriller,
Rampo,movie,"[""Drama"",""Mystery""]",1994,Drama,Mystery,
See How They Fall,movie,"[""Crime"",""Drama""]",1994,Crime,Drama,
Russkaya simfoniya,movie,"[""Drama"",""Fantasy""]",1994,Drama,Fantasy,
The Shawshank Redemption,movie,"[""Crime"",""Drama""]",1994,Crime,Drama,
Sicario,movie,"[""Drama""]",1995,Drama,,
Somebody to Love,movie,"[""Comedy"",""Drama""]",1994,Comedy,Drama,
Tigrero: A Film That Was Never Made,movie,"[""Documentary"",""Drama""]",1994,Documentary,Drama,
The Legend of Drunken Master,movie,"[""Action"",""Comedy""]",1994,Action,Comedy,
Without Warning,movie,"[""Sci-Fi""]",1994,Sci-Fi,,
Wolf,movie,"[""Drama"",""Horror"",""Romance""]",1994,Drama,Horror,Romance
Boys on the Side,movie,"[""Comedy"",""Drama""]",1995,Comedy,Drama,
Brothers in Trouble,movie,"[""Comedy"",""Drama""]",1995,Comedy,Drama,
"Cry, the Beloved Country",movie,"[""Drama"",""Thriller""]",1995,Drama,Thriller,
Curtis's Charm,movie,"[""Comedy"",""Drama""]",1995,Comedy,Drama,
Dead Man,movie,"[""Drama"",""Fantasy"",""Western""]",1995,Drama,Fantasy,Western
Dead Presidents,movie,"[""Action"",""Crime"",""Drama""]",1995,Action,Crime,Drama
Friday,movie,"[""Comedy"",""Drama""]",1995,Comedy,Drama,
The Legend of Galgameth,movie,"[""Adventure"",""Family"",""Fantasy""]",1996,Adventure,Family,Fantasy
From the Journals of Jean Seberg,movie,"[""Documentary"",""Biography""]",1995,Documentary,Biography,
Get Shorty,movie,"[""Comedy"",""Crime"",""Thriller""]",1995,Comedy,Crime,Thriller
Gordy,movie,"[""Comedy"",""Drama"",""Family""]",1995,Comedy,Drama,Family
"Good Men, Good Women",movie,"[""Drama"",""History"",""Romance""]",1995,Drama,History,Romance
The Horseman on the Roof,movie,"[""Adventure"",""Drama"",""Romance""]",1995,Adventure,Drama,Romance
Jefferson in Paris,movie,"[""Biography"",""Drama"",""History""]",1995,Biography,Drama,History
Just Cause,movie,"[""Action"",""Crime"",""Drama""]",1995,Action,Crime,Drama
Karan Arjun,movie,"[""Action"",""Comedy"",""Fantasy""]",1995,Action,Comedy,Fantasy
Born to Be Wild,movie,"[""Adventure"",""Comedy"",""Drama""]",1995,Adventure,Comedy,Drama
Leaving Las Vegas,movie,"[""Drama"",""Romance""]",1995,Drama,Romance,
Lipton Cockton in the Shadows of Sodoma,movie,"[""Mystery"",""Sci-Fi"",""Thriller""]",1995,Mystery,Sci-Fi,Thriller
All Things Fair,movie,"[""Drama"",""Romance"",""War""]",1995,Drama,Romance,War
Man of the House,movie,"[""Comedy""]",1995,Comedy,,
Mortal Kombat,movie,"[""Action"",""Adventure"",""Fantasy""]",1995,Action,Adventure,Fantasy
The Net,movie,"[""Action"",""Crime"",""Drama""]",1995,Action,Crime,Drama
Nico Icon,movie,"[""Documentary"",""Biography"",""Music""]",1995,Documentary,Biography,Music
Othello,movie,"[""Drama"",""Romance""]",1995,Drama,Romance,
Outbreak,movie,"[""Action"",""Drama"",""Thriller""]",1995,Action,Drama,Thriller
Who Killed Pasolini?,movie,"[""Crime"",""Drama""]",1995,Crime,Drama,
Pan,movie,"[""Drama""]",1995,Drama,,
Powder,movie,"[""Drama"",""Fantasy"",""Mystery""]",1995,Drama,Fantasy,Mystery
Safe,movie,"[""Drama""]",1995,Drama,,
Shinjuku Boys,movie,"[""Documentary""]",1995,Documentary,,
Species,movie,"[""Horror"",""Sci-Fi""]",1995,Horror,Sci-Fi,
Talk of the Town,movie,"[""Comedy"",""Romance""]",1995,Comedy,Romance,
Swimming with Sharks,movie,"[""Comedy"",""Crime""]",1994,Comedy,Crime,
The Purse Snatcher,movie,"[""Drama"",""Family"",""Thriller""]",1995,Drama,Family,Thriller
Theodore Rex,movie,"[""Action"",""Comedy"",""Family""]",1995,Action,Comedy,Family
Total Eclipse,movie,"[""Biography"",""Drama"",""Romance""]",1995,Biography,Drama,Romance
The Lovers,movie,"[""Drama"",""Fantasy"",""Romance""]",1994,Drama,Fantasy,Romance
Natural Born Killers,movie,"[""Crime"",""Drama"",""Romance""]",1994,Crime,Drama,Romance
Muriel's Wedding,movie,"[""Comedy"",""Drama"",""Romance""]",1994,Comedy,Drama,Romance
North,movie,"[""Adventure"",""Comedy"",""Drama""]",1994,Adventure,Comedy,Drama
The Land Before Time II: The Great Valley Adventure,movie,"[""Animation"",""Adventure"",""Family""]",1994,Animation,Adventure,Family
Les patriotes,movie,"[""Thriller""]",1994,Thriller,,
Le pèril jeune,movie,"[""Comedy"",""Drama""]",1994,Comedy,Drama,
Queen Margot,movie,"[""Biography"",""Drama"",""History""]",1994,Biography,Drama,History
The Lion King,movie,"[""Animation"",""Adventure"",""Drama""]",1994,Animation,Adventure,Drama
The Puppet Masters,movie,"[""Horror"",""Sci-Fi"",""Thriller""]",1994,Horror,Sci-Fi,Thriller
Roswell,movie,"[""Drama"",""Mystery"",""Sci-Fi""]",1994,Drama,Mystery,Sci-Fi
The Little Rascals,movie,"[""Comedy"",""Family"",""Romance""]",1994,Comedy,Family,Romance
Sharpe's Honour,movie,"[""Action"",""Adventure"",""History""]",1994,Action,Adventure,History
Stargate,movie,"[""Action"",""Adventure"",""Sci-Fi""]",1994,Action,Adventure,Sci-Fi
My Father the Hero,movie,"[""Comedy"",""Romance""]",1994,Comedy,Romance,
La sèparation,movie,"[""Drama"",""Romance""]",1994,Drama,Romance,
Nadja,movie,"[""Drama"",""Horror""]",1994,Drama,Horror,
Nobody's Fool,movie,"[""Comedy"",""Drama""]",1994,Comedy,Drama,
TekWar,movie,"[""Sci-Fi""]",1994,Sci-Fi,,
Thumbelina,movie,"[""Animation"",""Family"",""Fantasy""]",1994,Animation,Family,Fantasy
Once Were Warriors,movie,"[""Crime"",""Drama""]",1994,Crime,Drama,
"Take Care of Your Scarf, Tatiana",movie,"[""Comedy""]",1994,Comedy,,
Three Colors: Red,movie,"[""Drama"",""Mystery"",""Romance""]",1994,Drama,Mystery,Romance
Burnt by the Sun,movie,"[""Drama"",""History"",""War""]",1994,Drama,History,War
Psy 2: Ostatnia krew,movie,"[""Action"",""Crime""]",1994,Action,Crime,
When a Man Loves a Woman,movie,"[""Drama"",""Romance""]",1994,Drama,Romance,
Roadracers,movie,"[""Action"",""Drama""]",1994,Action,Drama,
Rièhie Rièh,movie,"[""Comedy"",""Family""]",1994,Comedy,Family,
The Langoliers,series,"[""Horror"",""Mystery"",""Sci-Fi""]",1995,Horror,Mystery,Sci-Fi
Atolladero,movie,"[""Sci-Fi"",""Western""]",1995,Sci-Fi,Western,
The River Wild,movie,"[""Action"",""Adventure"",""Crime""]",1994,Action,Adventure,Crime
The Silences of the Palace,movie,"[""Drama""]",1994,Drama,,
Barsaat,movie,"[""Action"",""Drama"",""Romance""]",1995,Action,Drama,Romance
Beyond Rangoon,movie,"[""Action"",""Drama""]",1995,Action,Drama,
Second Best,movie,"[""Drama""]",1994,Drama,,
The War,movie,"[""Drama""]",1994,Drama,,
Mouth to Mouth,movie,"[""Comedy"",""Romance""]",1995,Comedy,Romance,
Casper,movie,"[""Comedy"",""Family"",""Fantasy""]",1995,Comedy,Family,Fantasy
Wyatt Earp,movie,"[""Action"",""Adventure"",""Biography""]",1994,Action,Adventure,Biography
3 Ninjas Knuckle Up,movie,"[""Comedy"",""Action"",""Family""]",1995,Comedy,Action,Family
The Christmas Box,movie,"[""Drama"",""Fantasy""]",1995,Drama,Fantasy,
The American President,movie,"[""Comedy"",""Drama"",""Romance""]",1995,Comedy,Drama,Romance
Cutthroat Island,movie,"[""Action"",""Adventure"",""Comedy""]",1995,Action,Adventure,Comedy
Angel Baby,movie,"[""Drama"",""Romance""]",1995,Drama,Romance,
Guardian Angels,movie,"[""Action"",""Comedy"",""Crime""]",1995,Action,Comedy,Crime
Cyclo,movie,"[""Crime"",""Drama""]",1995,Crime,Drama,
The Doom Generation,movie,"[""Action"",""Comedy"",""Crime""]",1995,Action,Comedy,Crime
Bert: The Last Virgin,movie,"[""Comedy"",""Family"",""Romance""]",1995,Comedy,Family,Romance
The Brothers McMullen,movie,"[""Comedy"",""Drama"",""Romance""]",1995,Comedy,Drama,Romance
Don Juan DeMarco,movie,"[""Comedy"",""Drama"",""Romance""]",1994,Comedy,Drama,Romance
Forget Paris,movie,"[""Comedy"",""Romance""]",1995,Comedy,Romance,
The Celluloid Closet,movie,"[""Documentary"",""History""]",1995,Documentary,History,
Copycat,movie,"[""Crime"",""Drama"",""Mystery""]",1995,Crime,Drama,Mystery
Free Willy 2: The Adventure Home,movie,"[""Adventure"",""Drama""]",1995,Adventure,Drama,
Grajacy z talerza,movie,"[""Fantasy"",""Romance""]",1995,Fantasy,Romance,
Crimson Tide,movie,"[""Action"",""Drama"",""Thriller""]",1995,Action,Drama,Thriller
Diebinnen,movie,,1996,,,
Grumpier Old Men,movie,"[""Comedy"",""Romance""]",1995,Comedy,Romance,
The Haunted World of Edward D. Wood Jr.,movie,"[""Documentary"",""Biography""]",1995,Documentary,Biography,
Dr. Jekyll and Ms. Hyde,movie,"[""Comedy"",""Romance""]",1995,Comedy,Romance,
Eggs,movie,"[""Comedy"",""Drama""]",1995,Comedy,Drama,
Heavy,movie,"[""Drama"",""Romance""]",1995,Drama,Romance,
En pè miljonen,movie,"[""Comedy""]",1995,Comedy,,
Home for the Holidays,movie,"[""Comedy"",""Drama"",""Romance""]",1995,Comedy,Drama,Romance
Hoogste tijd,movie,"[""Drama""]",1995,Drama,,
Fair Game,movie,"[""Action"",""Crime"",""Thriller""]",1995,Action,Crime,Thriller
Looking for Paradise,movie,"[""Comedy""]",1995,Comedy,,
How to Make an American Quilt,movie,"[""Comedy"",""Drama"",""Romance""]",1995,Comedy,Drama,Romance
It Takes Two,movie,"[""Comedy"",""Family"",""Romance""]",1995,Comedy,Family,Romance
Falling for You,movie,"[""Thriller""]",1995,Thriller,,
Gospa,movie,"[""Drama""]",1995,Drama,,
Jeffrey,movie,"[""Comedy"",""Drama""]",1995,Comedy,Drama,
Heat,movie,"[""Action"",""Crime"",""Drama""]",1995,Action,Crime,Drama
Jumanji,movie,"[""Adventure"",""Family"",""Fantasy""]",1995,Adventure,Family,Fantasy
"Up, Down, Fragile",movie,"[""Comedy"",""Musical"",""Mystery""]",1995,Comedy,Musical,Mystery
Hideaway,movie,"[""Fantasy"",""Horror"",""Thriller""]",1995,Fantasy,Horror,Thriller
Kicking and Screaming,movie,"[""Comedy"",""Drama"",""Romance""]",1995,Comedy,Drama,Romance
Homage,movie,"[""Drama"",""Thriller""]",1995,Drama,Thriller,
Kivenpyèrittèjèn kylè,movie,"[""Comedy"",""Drama""]",1995,Comedy,Drama,
I Shot a Man in Vegas,movie,"[""Drama""]",1995,Drama,,
"Institute Benjamenta, or This Dream That One Calls Human Life",movie,"[""Animation"",""Drama""]",1995,Animation,Drama,
Kiss of Death,movie,"[""Action"",""Crime"",""Thriller""]",1995,Action,Crime,Thriller
The Last Supper,movie,"[""Comedy"",""Crime"",""Drama""]",1995,Comedy,Crime,Drama
Kids,movie,"[""Drama""]",1995,Drama,,
A Little Princess,movie,"[""Drama"",""Family"",""Fantasy""]",1995,Drama,Family,Fantasy
Bullet to Beijing,movie,"[""Action"",""Thriller""]",1995,Action,Thriller,
Maborosi,movie,"[""Drama""]",1995,Drama,,
Loch Ness,movie,"[""Adventure"",""Drama"",""Fantasy""]",1996,Adventure,Drama,Fantasy
Losing Isaiah,movie,"[""Drama""]",1995,Drama,,
Madame Butterfly,movie,"[""Drama"",""Music""]",1995,Drama,Music,
Memories,movie,"[""Animation"",""Fantasy"",""Sci-Fi""]",1995,Animation,Fantasy,Sci-Fi
The Mangler,movie,"[""Horror"",""Mystery""]",1995,Horror,Mystery,
Miami Rhapsody,movie,"[""Comedy""]",1995,Comedy,,
Mighty Aphrodite,movie,"[""Comedy"",""Fantasy"",""Romance""]",1995,Comedy,Fantasy,Romance
Nadie hablarè de nosotras cuando hayamos muerto,movie,"[""Drama""]",1995,Drama,,
Mosquito,movie,"[""Horror"",""Sci-Fi""]",1995,Horror,Sci-Fi,
Nixon,movie,"[""Biography"",""Drama"",""History""]",1995,Biography,Drama,History
Paris Was a Woman,movie,"[""Documentary""]",1996,Documentary,,
"Mother Dao, the Turtlelike",movie,"[""Documentary""]",1995,Documentary,,
The Piano Lesson,movie,"[""Drama"",""Music""]",1995,Drama,Music,
My Family,movie,"[""Drama""]",1995,Drama,,
Thunderbolt,movie,"[""Action"",""Comedy"",""Drama""]",1995,Action,Comedy,Drama
Restoration,movie,"[""Biography"",""Drama"",""History""]",1995,Biography,Drama,History
Don't Die Without Telling Me Where You're Going,movie,"[""Drama"",""Fantasy"",""Romance""]",1995,Drama,Fantasy,Romance
Prime Suspect: Inner Circles,movie,"[""Crime"",""Drama"",""Mystery""]",1995,Crime,Drama,Mystery
Richard III,movie,"[""Drama"",""War""]",1995,Drama,War,
Search and Destroy,movie,"[""Action"",""Comedy"",""Drama""]",1995,Action,Comedy,Drama
Prowokator,movie,,1995,,,
O Quatrilho,movie,"[""Romance"",""Drama""]",1995,Romance,Drama,
Smoke,movie,"[""Comedy"",""Drama""]",1995,Comedy,Drama,
The Unfish,movie,"[""Comedy"",""Romance""]",1997,Comedy,Romance,
Rough Magic,movie,"[""Comedy"",""Drama"",""Romance""]",1995,Comedy,Drama,Romance
The Scarlet Letter,movie,"[""Drama"",""Romance""]",1995,Drama,Romance,
Strange Days,movie,"[""Action"",""Crime"",""Drama""]",1995,Action,Crime,Drama
Se7en,movie,"[""Drama"",""Mystery"",""Thriller""]",1995,Drama,Mystery,Thriller
The Tie That Binds,movie,"[""Crime"",""Drama"",""Thriller""]",1995,Crime,Drama,Thriller
Small Faces,movie,"[""Drama""]",1996,Drama,,
The Seventh Room,movie,"[""Biography"",""Drama"",""War""]",1996,Biography,Drama,War
Tommy Boy,movie,"[""Comedy""]",1995,Comedy,,
Someone Else's America,movie,"[""Comedy"",""Drama""]",1995,Comedy,Drama,
A Streetcar Named Desire,movie,"[""Drama""]",1995,Drama,,
Sunset Riders,movie,"[""Action"",""Adventure"",""Comedy""]",1994,Action,Adventure,Comedy
Kabhi Haan Kabhi Naa,movie,"[""Comedy"",""Drama"",""Music""]",1994,Comedy,Drama,Music
The Corridor,movie,"[""Drama""]",1995,Drama,,
La machine,movie,"[""Horror"",""Sci-Fi"",""Thriller""]",1994,Horror,Sci-Fi,Thriller
The Monster,movie,"[""Comedy"",""Crime"",""Mystery""]",1994,Comedy,Crime,Mystery
Naked Gun 33 1/3: The Final Insult,movie,"[""Comedy"",""Crime""]",1994,Comedy,Crime,
No Escape,movie,"[""Action"",""Drama"",""Sci-Fi""]",1994,Action,Drama,Sci-Fi
On Deadly Ground,movie,"[""Action"",""Adventure"",""Thriller""]",1994,Action,Adventure,Thriller
"Red Firecracker, Green Firecracker",movie,"[""Drama"",""Romance""]",1994,Drama,Romance,
Il Postino: The Postman,movie,"[""Biography"",""Comedy"",""Drama""]",1994,Biography,Comedy,Drama
The Road to Wellville,movie,"[""Comedy"",""Drama""]",1994,Comedy,Drama,
Sharpe's Enemy,movie,"[""Action"",""Adventure"",""History""]",1994,Action,Adventure,History
Sharpe's Company,movie,"[""Action"",""Adventure"",""History""]",1994,Action,Adventure,History
Sven's Secret,movie,"[""Crime"",""Drama""]",1995,Crime,Drama,
Szèl,movie,"[""Drama"",""Short""]",1996,Drama,Short,
Il toro,movie,"[""Comedy"",""Drama""]",1994,Comedy,Drama,
Three Colors: White,movie,"[""Comedy"",""Drama"",""Mystery""]",1994,Comedy,Drama,Mystery
Undo,movie,,1994,,,
Vanya on 42nd Street,movie,"[""Comedy"",""Drama"",""Romance""]",1994,Comedy,Drama,Romance
With Honors,movie,"[""Comedy"",""Drama""]",1994,Comedy,Drama,
Endless Love,movie,"[""Drama"",""Romance""]",1993,Drama,Romance,
Zamok,movie,"[""Drama""]",1994,Drama,,
Adèo e Eva,movie,"[""Drama""]",1995,Drama,,
Anne Frank Remembered,movie,"[""Documentary"",""Biography"",""War""]",1995,Documentary,Biography,War
Apollo 13,movie,"[""Adventure"",""Drama"",""History""]",1995,Adventure,Drama,History
Balto,movie,"[""Animation"",""Adventure"",""Drama""]",1995,Animation,Adventure,Drama
Black Day Blue Night,movie,"[""Adventure"",""Crime"",""Drama""]",1995,Adventure,Crime,Drama
Billy's Holiday,movie,"[""Musical""]",1995,Musical,,
Blood & Donuts,movie,"[""Comedy"",""Horror""]",1995,Comedy,Horror,
Carrington,movie,"[""Biography"",""Drama""]",1995,Biography,Drama,
Circle of Friends,movie,"[""Drama"",""Romance""]",1995,Drama,Romance,
God's Comedy,movie,"[""Comedy"",""Drama""]",1995,Comedy,Drama,
The Blade,movie,"[""Drama"",""Action""]",1995,Drama,Action,
Dead Man Walking,movie,"[""Crime"",""Drama""]",1995,Crime,Drama,
Fallen Angels,movie,"[""Crime"",""Drama"",""Romance""]",1995,Crime,Drama,Romance
Far from Home: The Adventures of Yellow Dog,movie,"[""Adventure"",""Family""]",1995,Adventure,Family,
Father of the Bride Part II,movie,"[""Comedy""]",1995,Comedy,,
Filmpje!,movie,"[""Action"",""Comedy""]",1995,Action,Comedy,
Gagarin,movie,"[""Animation"",""Short"",""Comedy""]",1994,Animation,Short,Comedy
The Enforcer,movie,"[""Action""]",1995,Action,,
A Goofy Movie,movie,"[""Animation"",""Adventure"",""Comedy""]",1995,Animation,Adventure,Comedy
The Grass Harp,movie,"[""Drama"",""Comedy""]",1995,Drama,Comedy,
Halloween: The Curse of Michael Myers,movie,"[""Horror"",""Thriller""]",1995,Horror,Thriller,
Helicopter String Quartet,movie,"[""Documentary"",""Music""]",1996,Documentary,Music,
Jury Duty,movie,"[""Comedy""]",1995,Comedy,,
Nelly & Monsieur Arnaud,movie,"[""Drama""]",1995,Drama,,
Once Upon a Time... When We Were Colored,movie,"[""Drama"",""Romance""]",1995,Drama,Romance,
Peculiarities of the National Hunt,movie,"[""Comedy""]",1995,Comedy,,
